CUSTOM.date [local],CUSTOM.updateTime [local],OSD.flyTime,OSD.flyTime [s],OSD.latitude,OSD.longitude,OSD.height [ft],OSD.heightMax [ft],OSD.vpsHeight [ft],OSD.altitude [ft],OSD.mileage [ft],OSD.hSpeed [MPH],OSD.hSpeedMax [MPH],OSD.xSpeed [MPH],OSD.xSpeedMax [MPH],OSD.ySpeed [MPH],OSD.ySpeedMax [MPH],OSD.zSpeed [MPH],OSD.zSpeedMax [MPH],OSD.pitch,OSD.roll,OSD.tiltInclination,OSD.yaw,OSD.yaw [360],OSD.directionOfTravel,OSD.flycState,OSD.flycCommand,OSD.flightAction,OSD.gpsNum,OSD.gpsLevel,OSD.isGPSUsed,OSD.nonGPSCause,OSD.isSwaveWork,OSD.waveError,OSD.goHomeStatus,OSD.batteryType,OSD.ctrlDevice,OSD.isOnGround,OSD.isMotorOn,OSD.isMotorBlocked,OSD.motorStartFailedCause,OSD.motorFailReason,OSD.isImuPreheated,OSD.imuInitFailReason,OSD.isAcceletorOverRange,OSD.isBarometerDeadInAir,OSD.isCompassError,OSD.isGoHomeHeightModified,OSD.canIOCWork,OSD.isNotEnoughForce,OSD.isOutOfLimit,OSD.isPropellerCatapult,OSD.isVibrating,OSD.isVisionUsed,OSD.voltageWarning,GIMBAL.mode,GIMBAL.pitch,GIMBAL.roll,GIMBAL.yaw,GIMBAL.yaw [360],GIMBAL.isPitchAtLimit,GIMBAL.isRollAtLimit,GIMBAL.isYawAtLimit,GIMBAL.isStuck,CAMERA.isPhoto,CAMERA.mode,CAMERA.photosTaken,CAMERA.panoPhotoSequence,CAMERA.isVideo,CAMERA.sdCardIsInserted,CAMERA.sdCardState,RC.downlinkSignal,RC.uplinkSignal,RC.aileron,RC.elevator,RC.throttle,RC.rudder,RC.mode,RC.goHomeDepressed,RC.recordDepressed,RC.shutterDepressed,RC.playbackDepressed,RC.wheelDepressed,RC.wheelOffset,RC.custom1Depressed,RC.custom2Depressed,RC.custom3Depressed,RC.custom4Depressed,BATTERY1.chargeLevel [%],BATTERY2.chargeLevel [%],BATTERY1.currentPV [V],BATTERY2.currentPV [V],BATTERY1.currentCapacity [mAh],BATTERY2.currentCapacity [mAh],BATTERY1.fullCapacity [mAh],BATTERY2.fullCapacity [mAh],BATTERY1.voltage [V],BATTERY2.voltage [V],BATTERY1.isCellVoltageEstimated,BATTERY1.cellVoltage1 [V],BATTERY1.cellVoltage2 [V],BATTERY1.cellVoltage3 [V],BATTERY1.cellVoltage4 [V],BATTERY1.cellVoltage5 [V],BATTERY1.cellVoltage6 [V],BATTERY1.cellVoltage7 [V],BATTERY1.cellVoltage8 [V],BATTERY1.cellVoltage9 [V],BATTERY1.cellVoltage10 [V],BATTERY1.cellVoltage11 [V],BATTERY1.cellVoltage12 [V],BATTERY1.cellVoltageDeviation [V],BATTERY1.maxCellVoltageDeviation [V],BATTERY1.isCellVoltageDeviationHigh,BATTERY1.isVoltageLow,BATTERY2.isCellVoltageEstimated,BATTERY2.cellVoltage1 [V],BATTERY2.cellVoltage2 [V],BATTERY2.cellVoltage3 [V],BATTERY2.cellVoltage4 [V],BATTERY2.cellVoltage5 [V],BATTERY2.cellVoltage6 [V],BATTERY2.cellVoltage7 [V],BATTERY2.cellVoltage8 [V],BATTERY2.cellVoltage9 [V],BATTERY2.cellVoltage10 [V],BATTERY2.cellVoltage11 [V],BATTERY2.cellVoltage12 [V],BATTERY2.cellVoltageDeviation [V],BATTERY2.maxCellVoltageDeviation [V],BATTERY2.isCellVoltageDeviationHigh,BATTERY2.isVoltageLow,BATTERY1.current [A],BATTERY2.current [A],BATTERY1.temperature [F],BATTERY2.temperature [F],BATTERY1.minTemperature [F],BATTERY2.minTemperature [F],BATTERY1.maxTemperature [F],BATTERY2.maxTemperature [F],BATTERY.usefulTime [s],BATTERY.goHomeTime [s],BATTERY.landTime [s],BATTERY.goHomeBattery,BATTERY.landBattery,BATTERY.safeFlyRadius,BATTERY.volumeConsume,BATTERY.status,BATTERY.goHomeStatus,BATTERY.goHomeCountdown,BATTERY.lowWarning,BATTERY.lowWarningGoHome,BATTERY.seriousLowWarning,BATTERY.seriousLowWarningLanding,BATTERY1.timesCharged,BATTERY2.timesCharged,MC.failSafeAction,MC.isObstacleAvoidanceEnabled,MC.isCollisionAvoidanceEnabled,MC.isRthObstacleAvoidanceEnabled,MC.isBraking,MC.isAvoidingObstacle,MC.isAvoidingActiveObstacle,MC.isAscentLimitedByObstacle,MC.isLandingConfirmationNeeded,MC.atLowAltitudeLimit,MC.atDistanceLimit,MC.atAirportAltitudeLimit,MC.atAirportBoundary,HOME.latitude,HOME.longitude,HOME.distance [ft],HOME.distanceMax [ft],HOME.height [ft],HOME.heightLimit [ft],HOME.isHomeRecord,HOME.goHomeMode,HOME.aircraftHeadDirection,HOME.isDynamicHomePointEnabled,HOME.isReachedLimitDistance,HOME.isReachedLimitHeight,HOME.isCompassCalibrating,HOME.compassCalibrationState,HOME.isMultipleFlightModeEnabled,HOME.isBeginnerMode,HOME.isIOCEnabled,HOME.iocMode,HOME.goHomeHeight [ft],HOME.courseLockAngle,HOME.forceLandingHeight [ft],HOME.dataRecorderFileIndex,WEATHER.windDirection,WEATHER.windRelativeDirection,WEATHER.windSpeed [MPH],WEATHER.maxWindSpeed [MPH],WEATHER.windStrength,WEATHER.isFacingWind,WEATHER.isFlyingIntoWind,RECOVER.appType,RECOVER.appVersion,RECOVER.aircraftName,RECOVER.aircraftSerial,RECOVER.cameraSerial,RECOVER.rcSerial,RECOVER.batterySerial,DETAILS.location,DETAILS.totalTime [s],DETAILS.totalDistance [ft],DETAILS.maxHeight [ft],DETAILS.maxHorizontalSpeed [MPH],DETAILS.maxVerticalSpeed [MPH],DETAILS.photoNum,DETAILS.videoTime [s],DETAILS.droneManufacturerModel,DETAILS.aircraftName,DETAILS.aircraftSerial,DETAILS.cameraSerial,DETAILS.rcSerial,DETAILS.batterySerial,DETAILS.appName,DETAILS.appType,DETAILS.appVersion,DETAILS.guid,SERIAL.flightController,SERIAL.camera,SERIAL.gimbal,SERIAL.rc,SERIAL.battery,APPGPS.latitude,APPGPS.longitude,APPGPS.accuracy,APP.tip,APP.warning
2023-11-01,11:04:58.73 AM,7m 9.8s,429.8,33.7923959613666,-117.4658111608378,207.3,207.3,16.0,1435,2905.3,6.142427,6.452321,-3.35541,1.11847,5.144962,6.039738,-0.223694,0.447388,0.6,0.1,0.6,123.4,123.4,118.3,Tripod,Other,,15,5,True,,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-108.2,0,116.2,116.2,False,False,False,False,False,,0,0,False,False,No Card,100,100,1024,1357,1219,1024,2,False,False,False,False,False,0,False,False,False,False,78,,47.952,,8026,,10290,,47.952,,True,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,0,,False,False,True,,,,,,,,,,,,,,,False,False,19.352,,90.1,,76.6,,90.1,,1519,77,21,18,8,144244.5,19232.59,,Idle,,20,,10,,18,,Go Home,True,True,True,False,False,False,False,False,True,False,False,False,33.7947879861886,-117.4745163645984,2779.7,2779.7,993.6,396.9,True,1,1,False,False,False,False,,True,False,False,Course Lock,196.8,67,16.4,93,NW,S,5.59,5.59,Calm,False,False,Android,7.0.2,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,"Corona, CA",1485.8,11.5,288.7,6.966949,3.35541,0,0,DJI Matrice 300 RTK,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,DJI Pilot,Android,7.0.2,E4624DBA-E48B-FD0F-F438-CA33F28FF446,1ZN7L4R0H1D00F,1W9DL31001461C,,1ZMLH8300204F0,1W9DL31001461C,,,,,
2023-11-01,11:04:58.83 AM,7m 9.9s,429.9,33.7923946134736,-117.4658086373765,207.3,207.3,16.0,1435,2906.2,6.142427,6.452321,-3.35541,1.11847,5.144962,6.039738,-0.223694,0.447388,0.6,0,0.6,123.4,123.4,122.7,Tripod,Other,,15,5,True,,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-108.2,0,116.2,116.2,False,False,False,False,False,,0,0,False,False,No Card,100,100,1024,1359,1219,1024,2,False,False,False,False,False,0,False,False,False,False,78,,47.952,,8026,,10290,,47.952,,True,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,0,,False,False,True,,,,,,,,,,,,,,,False,False,19.352,,90.1,,76.6,,90.1,,1519,77,21,18,8,144244.5,19232.59,,Idle,,20,,10,,18,,Go Home,True,True,True,False,False,False,False,False,True,False,False,False,33.7947879861886,-117.4745163645984,2780.6,2780.6,993.6,396.9,True,1,1,False,False,False,False,,True,False,False,Course Lock,196.8,67,16.4,93,NW,S,5.81,5.81,Calm,False,False,Android,7.0.2,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,"Corona, CA",1485.8,11.5,288.7,6.966949,3.35541,0,0,DJI Matrice 300 RTK,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,DJI Pilot,Android,7.0.2,E4624DBA-E48B-FD0F-F438-CA33F28FF446,1ZN7L4R0H1D00F,1W9DL31001461C,,1ZMLH8300204F0,1W9DL31001461C,,,,,
2023-11-01,11:04:58.90 AM,7m 10.0s,430.0,33.7923931403032,-117.4658062227628,207.3,207.3,16.0,1435,2907.1,6.142427,6.452321,-3.35541,1.11847,5.144962,6.039738,-0.223694,0.447388,0.5,-0.1,0.5,123.3,123.3,126.2,Tripod,Other,,15,5,True,,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-108.2,0,116.2,116.2,False,False,False,False,False,,0,0,False,False,No Card,100,100,1024,1360,1222,1024,2,False,False,False,False,False,0,False,False,False,False,78,,47.952,,8026,,10290,,47.952,,True,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,0,,False,False,True,,,,,,,,,,,,,,,False,False,19.352,,90.1,,76.6,,90.1,,1519,77,21,18,8,144244.5,19232.59,,Idle,,20,,10,,18,,Go Home,True,True,True,False,False,False,False,False,True,False,False,False,33.7947879861886,-117.4745163645984,2781.4,2781.4,993.6,396.9,True,1,1,False,False,False,False,,True,False,False,Course Lock,196.8,67,16.4,93,NW,S,5.81,5.81,Calm,False,False,Android,7.0.2,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,"Corona, CA",1485.8,11.5,288.7,6.966949,3.35541,0,0,DJI Matrice 300 RTK,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,DJI Pilot,Android,7.0.2,E4624DBA-E48B-FD0F-F438-CA33F28FF446,1ZN7L4R0H1D00F,1W9DL31001461C,,1ZMLH8300204F0,1W9DL31001461C,,,,,
2023-11-01,11:04:59.03 AM,7m 10.1s,430.1,33.792391798715,-117.4658037085338,207.3,207.3,16.0,1435,2908.0,6.142427,6.452321,-3.35541,1.11847,5.144962,6.039738,-0.223694,0.447388,0.3,-0.2,0.3,123.3,123.3,122.7,Tripod,Other,,15,5,True,,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-108.2,0,116.2,116.2,False,False,False,False,False,,0,0,False,False,No Card,100,100,1024,1361,1224,1024,2,False,False,False,False,False,0,False,False,False,False,78,,47.952,,8026,,10290,,47.952,,True,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,0,,False,False,True,,,,,,,,,,,,,,,False,False,19.352,,90.1,,76.6,,90.1,,1519,77,21,18,8,144244.5,19232.59,,Idle,,20,,10,,18,,Go Home,True,True,True,False,False,False,False,False,True,False,False,False,33.7947879861886,-117.4745163645984,2782.3,2782.3,993.6,396.9,True,1,1,False,False,False,False,,True,False,False,Course Lock,196.8,67,16.4,93,NW,S,5.81,5.81,Calm,False,False,Android,7.0.2,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,"Corona, CA",1485.8,11.5,288.7,6.966949,3.35541,0,0,DJI Matrice 300 RTK,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,DJI Pilot,Android,7.0.2,E4624DBA-E48B-FD0F-F438-CA33F28FF446,1ZN7L4R0H1D00F,1W9DL31001461C,,1ZMLH8300204F0,1W9DL31001461C,,,,,
2023-11-01,11:04:59.10 AM,7m 10.2s,430.2,33.7923903789999,-117.4658011124983,207.3,207.3,16.0,1435,2909.0,6.023145,6.452321,-3.131716,1.11847,5.144962,6.039738,-0.223694,0.447388,0,-0.1,0.1,123.3,123.3,123.3,Tripod,Other,,15,5,True,,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-108.2,0,116.2,116.2,False,False,False,False,False,,0,0,False,False,No Card,100,100,1024,1359,1227,1024,2,False,False,False,False,False,0,False,False,False,False,78,,47.952,,8026,,10290,,47.952,,True,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,0,,False,False,True,,,,,,,,,,,,,,,False,False,19.352,,90.1,,76.6,,90.1,,1519,77,21,18,8,144244.5,19232.59,,Idle,,20,,10,,18,,Go Home,True,True,True,False,False,False,False,False,True,False,False,False,33.7947879861886,-117.4745163645984,2783.2,2783.2,993.6,396.9,True,1,1,False,False,False,False,,True,False,False,Course Lock,196.8,67,16.4,93,NW,S,5.81,5.81,Calm,False,False,Android,7.0.2,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,"Corona, CA",1485.8,11.5,288.7,6.966949,3.35541,0,0,DJI Matrice 300 RTK,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,DJI Pilot,Android,7.0.2,E4624DBA-E48B-FD0F-F438-CA33F28FF446,1ZN7L4R0H1D00F,1W9DL31001461C,,1ZMLH8300204F0,1W9DL31001461C,,,,,
2023-11-01,11:04:59.20 AM,7m 10.3s,430.3,33.792389048651,-117.465798577158,207.3,207.3,16.0,1435,2909.9,6.023145,6.452321,-3.131716,1.11847,5.144962,6.039738,-0.223694,0.447388,-0.1,0.1,0.1,123.4,123.4,122.2,Tripod,Other,,15,5,True,,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-108.2,0,116.2,116.2,False,False,False,False,False,,0,0,False,False,No Card,100,100,1024,1357,1226,1024,2,False,False,False,False,False,0,False,False,False,False,78,,47.952,,8026,,10290,,47.952,,True,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,0,,False,False,True,,,,,,,,,,,,,,,False,False,19.352,,90.1,,76.6,,90.1,,1519,77,21,18,8,144244.5,19232.59,,Idle,,20,,10,,18,,Go Home,True,True,True,False,False,False,False,False,True,False,False,False,33.7947879861886,-117.4745163645984,2784.1,2784.1,993.6,396.9,True,1,1,False,False,False,False,,True,False,False,Course Lock,196.8,67,16.4,93,NW,S,5.81,5.81,Calm,False,False,Android,7.0.2,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,"Corona, CA",1485.8,11.5,288.7,6.966949,3.35541,0,0,DJI Matrice 300 RTK,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,DJI Pilot,Android,7.0.2,E4624DBA-E48B-FD0F-F438-CA33F28FF446,1ZN7L4R0H1D00F,1W9DL31001461C,,1ZMLH8300204F0,1W9DL31001461C,,,,,
2023-11-01,11:04:59.30 AM,7m 10.4s,430.4,33.7923876108435,-117.4657959303234,207.6,207.6,16.0,1436,2910.8,6.023145,6.452321,-3.131716,1.11847,5.144962,6.039738,-0.223694,0.447388,-0.1,0.4,0.4,123.5,123.5,123.1,Tripod,Other,,15,5,True,,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-108.2,0,116.2,116.2,False,False,False,False,False,,0,0,False,False,No Card,100,100,1024,1356,1218,1024,2,False,False,False,False,False,0,False,False,False,False,78,,47.952,,8026,,10290,,47.952,,True,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,0,,False,False,True,,,,,,,,,,,,,,,False,False,19.352,,90.1,,76.6,,90.1,,1519,77,21,18,8,144244.5,19232.59,,Idle,,20,,10,,18,,Go Home,True,True,True,False,False,False,False,False,True,False,False,False,33.7947879861886,-117.4745163645984,2785.0,2785.0,993.6,396.9,True,1,1,False,False,False,False,,True,False,False,Course Lock,196.8,67,16.4,93,NW,S,5.81,5.81,Calm,False,False,Android,7.0.2,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,"Corona, CA",1485.8,11.5,288.7,6.966949,3.35541,0,0,DJI Matrice 300 RTK,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,DJI Pilot,Android,7.0.2,E4624DBA-E48B-FD0F-F438-CA33F28FF446,1ZN7L4R0H1D00F,1W9DL31001461C,,1ZMLH8300204F0,1W9DL31001461C,,,,,
2023-11-01,11:04:59.40 AM,7m 10.5s,430.5,33.7923862730931,-117.4657933712329,207.6,207.6,16.0,1436,2911.7,6.023145,6.452321,-3.131716,1.11847,5.144962,6.039738,-0.223694,0.447388,0,0.7,0.7,123.5,123.5,122.1,Tripod,Other,,15,5,True,,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-108.2,0,116.2,116.2,False,False,False,False,False,,0,0,False,False,No Card,100,100,1024,1350,1217,1024,2,False,False,False,False,False,0,False,False,False,False,78,,47.928,,8026,,10290,,47.928,,True,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,0,,False,False,True,,,,,,,,,,,,,,,False,False,19.926,,90.1,,76.6,,90.1,,1519,77,21,18,8,144244.5,19232.59,,Idle,,20,,10,,18,,Go Home,True,True,True,False,False,False,False,False,True,False,False,False,33.7947879861886,-117.4745163645984,2785.9,2785.9,993.6,396.9,True,1,1,False,False,False,False,,True,False,False,Course Lock,196.8,67,16.4,93,NW,S,5.81,5.81,Calm,False,False,Android,7.0.2,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,"Corona, CA",1485.8,11.5,288.7,6.966949,3.35541,0,0,DJI Matrice 300 RTK,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,DJI Pilot,Android,7.0.2,E4624DBA-E48B-FD0F-F438-CA33F28FF446,1ZN7L4R0H1D00F,1W9DL31001461C,,1ZMLH8300204F0,1W9DL31001461C,,,,,
2023-11-01,11:04:59.50 AM,7m 10.6s,430.6,33.7923849468561,-117.4657907448499,207.6,207.6,16.0,1436,2912.7,6.023145,6.452321,-3.131716,1.11847,5.144962,6.039738,-0.223694,0.447388,0.3,0.9,0.9,123.5,123.5,121.2,Tripod,Other,,15,5,True,,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-108.2,0,116.2,116.2,False,False,False,False,False,,0,0,False,False,No Card,100,100,1024,1351,1213,1024,2,False,False,False,False,False,0,False,False,False,False,78,,47.928,,8026,,10290,,47.928,,True,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,0,,False,False,True,,,,,,,,,,,,,,,False,False,19.926,,90.1,,76.6,,90.1,,1519,77,21,18,8,144244.5,19232.59,,Idle,,20,,10,,18,,Go Home,True,True,True,False,False,False,False,False,True,False,False,False,33.7947879861886,-117.4745163645984,2786.8,2786.8,993.6,396.9,True,1,1,False,False,False,False,,True,False,False,Course Lock,196.8,67,16.4,93,NW,S,5.81,5.81,Calm,False,False,Android,7.0.2,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,"Corona, CA",1485.8,11.5,288.7,6.966949,3.35541,0,0,DJI Matrice 300 RTK,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,DJI Pilot,Android,7.0.2,E4624DBA-E48B-FD0F-F438-CA33F28FF446,1ZN7L4R0H1D00F,1W9DL31001461C,,1ZMLH8300204F0,1W9DL31001461C,,,,,
2023-11-01,11:04:59.60 AM,7m 10.7s,430.7,33.7923836006077,-117.4657881785023,207.6,207.6,16.0,1436,2913.6,6.023145,6.452321,-3.131716,1.11847,5.144962,6.039738,-0.223694,0.447388,0.4,0.9,0.9,123.5,123.5,122.2,Tripod,Other,,15,5,True,,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-108.2,0,116.2,116.2,False,False,False,False,False,,0,0,False,False,No Card,100,100,1024,1356,1208,1024,2,False,False,False,False,False,0,False,False,False,False,78,,47.928,,8026,,10290,,47.928,,True,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,3.998,0,,False,False,True,,,,,,,,,,,,,,,False,False,19.926,,90.1,,76.6,,90.1,,1519,77,21,18,8,144244.5,19232.59,,Idle,,20,,10,,18,,Go Home,True,True,True,False,False,False,False,False,True,False,False,False,33.7947879861886,-117.4745163645984,2787.7,2787.7,993.6,396.9,True,1,1,False,False,False,False,,True,False,False,Course Lock,196.8,67,16.4,93,NW,S,5.81,5.81,Calm,False,False,Android,7.0.2,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,"Corona, CA",1485.8,11.5,288.7,6.966949,3.35541,0,0,DJI Matrice 300 RTK,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,DJI Pilot,Android,7.0.2,E4624DBA-E48B-FD0F-F438-CA33F28FF446,1ZN7L4R0H1D00F,1W9DL31001461C,,1ZMLH8300204F0,1W9DL31001461C,,,,,
2023-11-01,11:04:59.66 AM,7m 10.8s,430.8,33.792382190213,-117.4657856114949,207.6,207.6,16.0,1436,2914.5,6.142427,6.452321,-3.35541,1.11847,5.144962,6.039738,-0.223694,0.447388,0.5,0.8,0.9,123.5,123.5,123.4,Tripod,Other,,15,5,True,,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-108.2,0,116.2,116.2,False,False,False,False,False,,0,0,False,False,No Card,100,100,1024,1359,1208,1024,2,False,False,False,False,False,0,False,False,False,False,78,,47.928,,8026,,10290,,47.928,,True,3.996,3.996,3.996,3.996,3.996,3.996,3.996,3.996,3.996,3.996,3.996,3.996,0,,False,False,True,,,,,,,,,,,,,,,False,False,19.926,,90.1,,76.6,,90.1,,1517,77,21,18,8,144497.3,19266.31,,Idle,,20,,10,,18,,Go Home,True,True,True,False,False,False,False,False,True,False,False,False,33.7947879861886,-117.4745163645984,2788.6,2788.6,993.6,396.9,True,1,1,False,False,False,False,,True,False,False,Course Lock,196.8,67,16.4,93,NW,S,5.81,5.81,Calm,False,False,Android,7.0.2,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,"Corona, CA",1485.8,11.5,288.7,6.966949,3.35541,0,0,DJI Matrice 300 RTK,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,DJI Pilot,Android,7.0.2,E4624DBA-E48B-FD0F-F438-CA33F28FF446,1ZN7L4R0H1D00F,1W9DL31001461C,,1ZMLH8300204F0,1W9DL31001461C,,,,,
2023-11-01,11:04:59.76 AM,7m 10.9s,430.9,33.7923808302582,-117.4657830517446,207.6,207.6,16.4,1436,2915.5,6.142427,6.452321,-3.35541,1.11847,5.144962,6.039738,-0.223694,0.447388,0.5,0.8,0.9,123.5,123.5,122.5,Tripod,Other,,15,5,True,,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-108.2,0,116.2,116.2,False,False,False,False,False,,0,0,False,False,No Card,100,100,1024,1361,1207,1024,2,False,False,False,False,False,0,False,False,False,False,78,,47.928,,8026,,10290,,47.928,,True,3.996,3.996,3.996,3.996,3.996,3.996,3.996,3.996,3.996,3.996,3.996,3.996,0,,False,False,True,,,,,,,,,,,,,,,False,False,19.926,,90.1,,76.6,,90.1,,1517,77,21,18,8,144497.3,19266.31,,Idle,,20,,10,,18,,Go Home,True,True,True,False,False,False,False,False,True,False,False,False,33.7947879861886,-117.4745163645984,2789.5,2789.5,993.6,396.9,True,1,1,False,False,False,False,,True,False,False,Course Lock,196.8,67,16.4,93,NW,S,5.81,5.81,Calm,False,False,Android,7.0.2,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,"Corona, CA",1485.8,11.5,288.7,6.966949,3.35541,0,0,DJI Matrice 300 RTK,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,DJI Pilot,Android,7.0.2,E4624DBA-E48B-FD0F-F438-CA33F28FF446,1ZN7L4R0H1D00F,1W9DL31001461C,,1ZMLH8300204F0,1W9DL31001461C,,,,,
2023-11-01,11:04:59.87 AM,7m 11.0s,431.0,33.792379437682,-117.465780558627,208.0,208.0,16.4,1436,2916.4,6.142427,6.452321,-3.35541,1.11847,5.144962,6.039738,-0.223694,0.447388,0.3,0.6,0.6,123.5,123.5,123.9,Tripod,Other,,15,5,True,,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-108.2,0,116.2,116.2,False,False,False,False,False,,0,0,False,False,No Card,100,100,1024,1360,1215,1024,2,False,False,False,False,False,0,False,False,False,False,78,,47.928,,8026,,10290,,47.928,,True,3.996,3.996,3.996,3.996,3.996,3.996,3.996,3.996,3.996,3.996,3.996,3.996,0,,False,False,True,,,,,,,,,,,,,,,False,False,19.926,,90.1,,76.6,,90.1,,1517,77,21,18,8,144497.3,19266.31,,Idle,,20,,10,,18,,Go Home,True,True,True,False,False,False,False,False,True,False,False,False,33.7947879861886,-117.4745163645984,2790.4,2790.4,993.6,396.9,True,1,1,False,False,False,False,,True,False,False,Course Lock,196.8,67,16.4,93,NW,S,5.81,5.81,Calm,False,False,Android,7.0.2,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,"Corona, CA",1485.8,11.5,288.7,6.966949,3.35541,0,0,DJI Matrice 300 RTK,M300 RTK,1ZN7L4R0H1D00F,1W9DL31001461C,1ZMLH8300204F0,1Z6PK42FA4003H,DJI Pilot,Android,7.0.2,E4624DBA-E48B-FD0F-F438-CA33F28FF446,1ZN7L4R0H1D00F,1W9DL31001461C,,1ZMLH8300204F0,1W9DL31001461C,,,,,
