raw_ts,ts,sn1,sn2,U,V,T,BatteryPct,BattV,BattC,VectorMag,VectorDir
23:11:01:17:39:22.316,2023-11-01T17:39:22.316Z,150,151,-0.9,-0.21,19.78,100.0,4.16,0.0,0.9241753080449618,76.86597769360367
23:11:01:17:39:22.520,2023-11-01T17:39:22.520Z,150,151,-0.87,-0.5,19.85,100.0,4.16,0.0,1.0034440691936946,60.113473059575995
23:11:01:17:39:22.719,2023-11-01T17:39:22.719Z,150,151,-0.8,-0.7,19.97,100.0,4.16,0.0,1.063014581273465,48.81407483429035
23:11:01:17:39:22.918,2023-11-01T17:39:22.918Z,150,151,-0.77,-0.54,19.85,100.0,4.16,0.0,0.9404786015641186,54.958070598461006
23:11:01:17:39:23.117,2023-11-01T17:39:23.117Z,150,151,-0.8,-0.53,20.14,100.0,4.16,0.0,0.9596353474106715,56.47552675142305
23:11:01:17:39:23.316,2023-11-01T17:39:23.316Z,150,151,-0.82,-0.47,20.29,100.0,4.17,0.0,0.9451454914456292,60.179927434526235
23:11:01:17:39:23.520,2023-11-01T17:39:23.520Z,150,151,-0.93,-0.32,20.45,100.0,4.17,0.0,0.98351410767716,71.01237591212987
23:11:01:17:39:23.719,2023-11-01T17:39:23.719Z,150,151,-0.76,-0.29,20.55,100.0,4.17,0.0,0.8134494452638098,69.11419853930698
23:11:01:17:39:23.918,2023-11-01T17:39:23.918Z,150,151,-0.69,-0.46,20.36,100.0,4.17,0.0,0.8292767933567176,56.30993247402023
23:11:01:17:39:24.117,2023-11-01T17:39:24.117Z,150,151,-0.77,-0.41,20.45,100.0,4.17,0.0,0.8723531395025754,61.96614810853623
23:11:01:17:39:24.316,2023-11-01T17:39:24.316Z,150,151,-0.85,-0.49,20.22,100.0,4.17,0.0,0.9811218069128828,60.037815903582214
23:11:01:17:39:24.520,2023-11-01T17:39:24.520Z,150,151,-0.7,-0.62,20.62,100.0,4.17,0.0,0.9350935782048767,48.46822925891718
23:11:01:17:39:24.719,2023-11-01T17:39:24.719Z,150,151,-0.93,-0.73,20.58,100.0,4.17,0.0,1.182285921425101,51.86999230821425
23:11:01:17:39:24.918,2023-11-01T17:39:24.918Z,150,151,-0.8,-0.74,20.85,100.0,4.17,0.0,1.0897706180660223,47.23117460803127
23:11:01:17:39:25.117,2023-11-01T17:39:25.117Z,150,151,-0.85,-0.46,21.09,100.0,4.17,0.0,0.9664884893261791,61.578790775473124
23:11:01:17:39:25.316,2023-11-01T17:39:25.316Z,150,151,-0.91,-0.35,21.14,100.0,4.17,0.0,0.9749871794028884,68.96248897457815
23:11:01:17:39:25.520,2023-11-01T17:39:25.520Z,150,151,-0.99,-0.4,21.06,100.0,4.17,0.0,1.067754653466797,67.99930164945943
23:11:01:17:39:25.719,2023-11-01T17:39:25.719Z,150,151,-1.07,-0.52,20.47,100.0,4.17,0.0,1.1896638180595391,64.08111442895358
23:11:01:17:39:25.918,2023-11-01T17:39:25.918Z,150,151,-0.91,-0.49,20.37,100.0,4.17,0.0,1.0335376142163382,61.699244233993625
23:11:01:17:39:26.117,2023-11-01T17:39:26.117Z,150,151,-1.03,-0.5,19.8,100.0,4.17,0.0,1.1449454135459909,64.10635300577201
23:11:01:17:39:26.316,2023-11-01T17:39:26.316Z,150,151,-1.23,-0.56,19.73,100.0,4.16,0.0,1.351480669488099,65.52095901483688
23:11:01:17:39:26.520,2023-11-01T17:39:26.520Z,150,151,-0.89,-0.24,19.72,100.0,4.16,0.0,0.9217917335276987,74.90842732140516
23:11:01:17:39:26.719,2023-11-01T17:39:26.719Z,150,151,-0.87,-0.35,19.87,100.0,4.16,0.0,0.9377632963600143,68.0851336728083
23:11:01:17:39:26.918,2023-11-01T17:39:26.918Z,150,151,-0.83,-0.33,19.81,100.0,4.16,0.0,0.8931965069345043,68.31770838675504
23:11:01:17:39:27.117,2023-11-01T17:39:27.117Z,150,151,-1.01,-0.38,19.63,100.0,4.16,0.0,1.0791200118615167,69.38181187689554
23:11:01:17:39:27.316,2023-11-01T17:39:27.316Z,150,151,-0.9,-0.26,19.77,100.0,4.17,0.0,0.9368030742904295,73.8865817669107
23:11:01:17:39:27.520,2023-11-01T17:39:27.520Z,150,151,-1.06,-0.29,19.92,100.0,4.17,0.0,1.0989540481748998,74.69915442754996
23:11:01:17:39:27.719,2023-11-01T17:39:27.719Z,150,151,-1.11,-0.4,19.95,100.0,4.17,0.0,1.1798728745080973,70.18284748038104
23:11:01:17:39:27.918,2023-11-01T17:39:27.918Z,150,151,-1.18,-0.68,20.01,100.0,4.17,0.0,1.3619104228986574,60.04639183219854
23:11:01:17:39:28.117,2023-11-01T17:39:28.117Z,150,151,-1.1,-0.6,20.27,100.0,4.17,0.0,1.252996408614167,61.38954033403479
23:11:01:17:39:28.316,2023-11-01T17:39:28.316Z,150,151,-1.0,-0.52,20.21,100.0,4.17,0.0,1.1271202242884297,62.52556837372288
23:11:01:17:39:28.520,2023-11-01T17:39:28.520Z,150,151,-1.04,-0.52,20.15,100.0,4.17,0.0,1.1627553482998907,63.434948822922024
23:11:01:17:39:28.719,2023-11-01T17:39:28.719Z,150,151,-0.92,-0.57,20.44,100.0,4.17,0.0,1.082266141020775,58.21908490701662
23:11:01:17:39:28.918,2023-11-01T17:39:28.918Z,150,151,-0.98,-0.57,20.53,100.0,4.17,0.0,1.1337107214805724,59.81631934277766
23:11:01:17:39:29.117,2023-11-01T17:39:29.117Z,150,151,-1.1,-0.46,20.72,100.0,4.17,0.0,1.1923086848631106,67.30620505490765
23:11:01:17:39:29.316,2023-11-01T17:39:29.316Z,150,151,-1.07,-0.53,20.62,100.0,4.17,0.0,1.1940686747419513,63.64953875405138
23:11:01:17:39:29.520,2023-11-01T17:39:29.520Z,150,151,-1.14,-0.5,20.5,100.0,4.17,0.0,1.2448293055676347,66.3179122754616
23:11:01:17:39:29.719,2023-11-01T17:39:29.719Z,150,151,-0.97,-0.51,20.65,100.0,4.17,0.0,1.0959014554237987,62.265809495014594
23:11:01:17:39:29.918,2023-11-01T17:39:29.918Z,150,151,-0.89,-0.57,20.64,100.0,4.17,0.0,1.0568822072492279,57.362492415714314
23:11:01:17:39:30.117,2023-11-01T17:39:30.117Z,150,151,-0.97,-0.46,20.7,100.0,4.17,0.0,1.0735455276791943,64.62843824690401
23:11:01:17:39:30.316,2023-11-01T17:39:30.316Z,150,151,-0.79,-0.43,20.94,100.0,4.17,0.0,0.8994442728707543,61.44037952168014
23:11:01:17:39:30.520,2023-11-01T17:39:30.520Z,150,151,-0.7,-0.41,21.16,100.0,4.17,0.0,0.8112336284942827,59.64188454123337
23:11:01:17:39:30.719,2023-11-01T17:39:30.719Z,150,151,-0.83,-0.41,21.24,100.0,4.17,0.0,0.9257429448826494,63.71173787509974
23:11:01:17:39:30.918,2023-11-01T17:39:30.918Z,150,151,-0.87,-0.32,20.89,100.0,4.17,0.0,0.9269843580125827,69.805665754816
23:11:01:17:39:31.117,2023-11-01T17:39:31.117Z,150,151,-0.94,-0.38,20.72,100.0,4.17,0.0,1.0139033484509261,67.9887168020806
23:11:01:17:39:31.316,2023-11-01T17:39:31.316Z,150,151,-1.02,-0.49,20.07,100.0,4.17,0.0,1.131591799192624,64.34073548303269
23:11:01:17:39:31.520,2023-11-01T17:39:31.520Z,150,151,-0.95,-0.47,20.16,100.0,4.17,0.0,1.0599056561788884,63.67670173219011
23:11:01:17:39:31.719,2023-11-01T17:39:31.719Z,150,151,-0.99,-0.49,20.06,100.0,4.17,0.0,1.1046266337545914,63.66691427422023
23:11:01:17:39:31.918,2023-11-01T17:39:31.918Z,150,151,-1.0,-0.4,19.99,100.0,4.17,0.0,1.077032961426901,68.19859051364818
23:11:01:17:39:32.117,2023-11-01T17:39:32.117Z,150,151,-1.05,-0.47,19.83,100.0,4.17,0.0,1.1503912377969505,65.88580146069307
23:11:01:17:39:32.316,2023-11-01T17:39:32.316Z,150,151,-1.03,-0.55,19.89,100.0,4.17,0.0,1.1676472069936192,61.89864869403823
23:11:01:17:39:32.520,2023-11-01T17:39:32.520Z,150,151,-1.11,-0.58,19.86,100.0,4.17,0.0,1.2523977004130917,62.41191863425422
23:11:01:17:39:32.719,2023-11-01T17:39:32.719Z,150,151,-1.19,-0.66,19.82,100.0,4.17,0.0,1.3607718398026907,60.98629223909762
23:11:01:17:39:32.918,2023-11-01T17:39:32.918Z,150,151,-1.21,-0.48,19.84,100.0,4.17,0.0,1.3017296186228535,68.36205877057102
23:11:01:17:39:33.117,2023-11-01T17:39:33.117Z,150,151,-1.23,-0.36,19.8,100.0,4.17,0.0,1.2816005617976296,73.6861475737395
23:11:01:17:39:33.316,2023-11-01T17:39:33.316Z,150,151,-1.06,-0.08,19.96,100.0,4.17,0.0,1.063014581273465,85.6839724801344
23:11:01:17:39:33.520,2023-11-01T17:39:33.520Z,150,151,-1.03,-0.36,19.94,100.0,4.17,0.0,1.0911003620199198,70.73473569082
23:11:01:17:39:33.719,2023-11-01T17:39:33.719Z,150,151,-0.96,-0.49,20.1,100.0,4.17,0.0,1.0778218776773831,62.95947609047414
23:11:01:17:39:33.918,2023-11-01T17:39:33.918Z,150,151,-1.01,-0.31,20.13,100.0,4.17,0.0,1.0565036677645754,72.93714282653866
23:11:01:17:39:34.117,2023-11-01T17:39:34.117Z,150,151,-1.21,-0.41,20.29,100.0,4.17,0.0,1.2775758294520134,71.2814110213202
23:11:01:17:39:34.316,2023-11-01T17:39:34.316Z,150,151,-1.0,-0.28,20.35,100.0,4.18,0.0,1.0384603988597736,74.35775354279127
23:11:01:17:39:34.520,2023-11-01T17:39:34.520Z,150,151,-0.88,-0.4,20.84,100.0,4.18,0.0,0.9666436778875658,65.55604521958344
23:11:01:17:39:34.719,2023-11-01T17:39:34.719Z,150,151,-0.74,-0.37,21.06,100.0,4.18,0.0,0.8273451516749222,63.434948822922024
23:11:01:17:39:34.918,2023-11-01T17:39:34.918Z,150,151,-0.65,-0.24,21.02,100.0,4.18,0.0,0.6928924880528003,69.73430252905251
23:11:01:17:39:35.117,2023-11-01T17:39:35.117Z,150,151,-0.58,-0.2,20.99,100.0,4.18,0.0,0.6135144660071187,70.97439396243135
23:11:01:17:39:35.316,2023-11-01T17:39:35.316Z,150,151,-0.57,-0.12,21.05,100.0,4.17,0.0,0.5824946351684279,78.11134196037199
23:11:01:17:39:35.520,2023-11-01T17:39:35.520Z,150,151,-0.55,-0.32,21.0,100.0,4.17,0.0,0.6363175307973213,59.8083770390424
23:11:01:17:39:35.719,2023-11-01T17:39:35.719Z,150,151,-0.54,-0.26,21.17,100.0,4.17,0.0,0.5993329625508679,64.29004621918875
23:11:01:17:39:35.918,2023-11-01T17:39:35.918Z,150,151,-0.53,-0.31,20.77,100.0,4.17,0.0,0.6140032573203501,59.67639313745002
23:11:01:17:39:36.117,2023-11-01T17:39:36.117Z,150,151,-0.71,-0.28,21.14,100.0,4.17,0.0,0.7632168761236874,68.47739989209293
23:11:01:17:39:36.316,2023-11-01T17:39:36.316Z,150,151,-0.71,-0.3,21.31,100.0,4.17,0.0,0.7707788269017254,67.09423034158283
23:11:01:17:39:36.520,2023-11-01T17:39:36.520Z,150,151,-0.61,-0.18,21.07,100.0,4.17,0.0,0.6360031446463138,73.55962047831986
23:11:01:17:39:36.719,2023-11-01T17:39:36.719Z,150,151,-0.67,-0.25,21.24,100.0,4.17,0.0,0.715122367151245,69.5377284765778
23:11:01:17:39:36.918,2023-11-01T17:39:36.918Z,150,151,-0.59,-0.21,21.08,100.0,4.17,0.0,0.626258732474047,70.40771810894853
23:11:01:17:39:37.117,2023-11-01T17:39:37.117Z,150,151,-0.61,-0.13,20.85,100.0,4.17,0.0,0.623698645180507,77.96940390346214
23:11:01:17:39:37.316,2023-11-01T17:39:37.316Z,150,151,-0.57,-0.11,20.96,100.0,4.17,0.0,0.5805170109479997,79.0771952801307
23:11:01:17:39:37.520,2023-11-01T17:39:37.520Z,150,151,-0.59,-0.16,21.01,100.0,4.17,0.0,0.611310068623117,74.82708465447479
23:11:01:17:39:37.719,2023-11-01T17:39:37.719Z,150,151,-0.58,-0.2,20.96,100.0,4.17,0.0,0.6135144660071187,70.97439396243135
23:11:01:17:39:37.918,2023-11-01T17:39:37.918Z,150,151,-0.44,-0.19,20.89,100.0,4.17,0.0,0.47927027865287036,66.644435140714
23:11:01:17:39:38.117,2023-11-01T17:39:38.117Z,150,151,-0.62,-0.25,20.93,100.0,4.17,0.0,0.6685057965343307,68.03943597990349
23:11:01:17:39:38.316,2023-11-01T17:39:38.316Z,150,151,-0.54,-0.29,21.1,100.0,4.16,0.0,0.6129437168288782,61.762554461832735
23:11:01:17:39:38.520,2023-11-01T17:39:38.520Z,150,151,-0.53,-0.28,20.92,100.0,4.16,0.0,0.5994163828258284,62.15242174021182
23:11:01:17:39:38.719,2023-11-01T17:39:38.719Z,150,151,-0.56,-0.31,21.07,100.0,4.16,0.0,0.6400781202322104,61.03233935393598
23:11:01:17:39:38.918,2023-11-01T17:39:38.918Z,150,151,-0.5,-0.16,21.08,100.0,4.16,0.0,0.5249761899362675,72.25532837494308
23:11:01:17:39:39.117,2023-11-01T17:39:39.117Z,150,151,-0.45,-0.15,21.45,100.0,4.16,0.0,0.4743416490252569,71.56505117707798
23:11:01:17:39:39.316,2023-11-01T17:39:39.316Z,150,151,-0.29,-0.19,21.84,100.0,4.17,0.0,0.3466987164671943,56.768288932020596
23:11:01:17:39:39.520,2023-11-01T17:39:39.520Z,150,151,-0.38,-0.12,21.93,100.0,4.17,0.0,0.3984971769034255,72.47443162627712
23:11:01:17:39:39.719,2023-11-01T17:39:39.719Z,150,151,-0.34,-0.06,21.94,100.0,4.17,0.0,0.3452535300326414,79.99202019855869
23:11:01:17:39:39.918,2023-11-01T17:39:39.918Z,150,151,-0.31,-0.34,21.16,100.0,4.17,0.0,0.46010868281309364,42.35745470593531
23:11:01:17:39:40.117,2023-11-01T17:39:40.117Z,150,151,-0.51,-0.28,21.63,100.0,4.17,0.0,0.5818075283115542,61.23235066115626
23:11:01:17:39:40.316,2023-11-01T17:39:40.316Z,150,151,-0.41,-0.29,21.49,100.0,4.16,0.0,0.5021951811795887,54.72757855140162
23:11:01:17:39:40.520,2023-11-01T17:39:40.520Z,150,151,-0.5,-0.34,21.44,100.0,4.16,0.0,0.604648658313239,55.7842978675626
23:11:01:17:39:40.719,2023-11-01T17:39:40.719Z,150,151,-0.45,-0.27,21.43,100.0,4.16,0.0,0.524785670536077,59.03624346792651
23:11:01:17:39:40.918,2023-11-01T17:39:40.918Z,150,151,-0.37,-0.34,21.41,100.0,4.16,0.0,0.5024937810560445,47.419509216656365
23:11:01:17:39:41.117,2023-11-01T17:39:41.117Z,150,151,-0.37,-0.28,21.76,100.0,4.16,0.0,0.4640043103248072,52.88313931672974
23:11:01:17:39:41.316,2023-11-01T17:39:41.316Z,150,151,-0.29,-0.22,21.99,100.0,4.17,0.0,0.3640054944640259,52.81529354676684
23:11:01:17:39:41.520,2023-11-01T17:39:41.520Z,150,151,-0.43,-0.27,21.4,100.0,4.17,0.0,0.5077400909914441,57.875001559612485
23:11:01:17:39:41.719,2023-11-01T17:39:41.719Z,150,151,-0.37,-0.55,20.4,100.0,4.17,0.0,0.662872536767062,33.92979742206063
23:11:01:17:39:41.918,2023-11-01T17:39:41.918Z,150,151,-0.5,-0.53,21.26,100.0,4.17,0.0,0.7286288492778749,43.3316625517067
23:11:01:17:39:42.117,2023-11-01T17:39:42.117Z,150,151,-0.31,-0.22,21.74,100.0,4.17,0.0,0.38013155617496425,54.63753811293094
23:11:01:17:39:42.316,2023-11-01T17:39:42.316Z,150,151,-0.26,-0.11,22.17,100.0,4.17,0.0,0.2823118842698621,67.06789956241022
23:11:01:17:39:42.520,2023-11-01T17:39:42.520Z,150,151,-0.31,-0.14,22.23,100.0,4.17,0.0,0.340147027033899,65.69545073406329
23:11:01:17:39:42.719,2023-11-01T17:39:42.719Z,150,151,-0.31,0.03,21.51,100.0,4.17,0.0,0.31144823004794875,95.52754015165618
23:11:01:17:39:42.918,2023-11-01T17:39:42.918Z,150,151,-0.49,0.18,21.58,100.0,4.17,0.0,0.5220153254455274,110.1706534118504
23:11:01:17:39:43.117,2023-11-01T17:39:43.117Z,150,151,-0.53,0.09,21.81,100.0,4.17,0.0,0.5375872022286245,99.63753811293091
23:11:01:17:39:43.316,2023-11-01T17:39:43.316Z,150,151,-0.48,-0.12,21.04,100.0,4.18,0.0,0.49477267507411926,75.96375653207349
23:11:01:17:39:43.520,2023-11-01T17:39:43.520Z,150,151,-0.31,-0.15,21.39,100.0,4.18,0.0,0.3443835071544513,64.17900802581073
23:11:01:17:39:43.719,2023-11-01T17:39:43.719Z,150,151,-0.19,-0.22,21.79,100.0,4.18,0.0,0.2906888370749727,40.815083874881566
23:11:01:17:39:43.918,2023-11-01T17:39:43.918Z,150,151,-0.41,-0.34,21.77,100.0,4.18,0.0,0.532634959423431,50.33215888165955
23:11:01:17:39:44.117,2023-11-01T17:39:44.117Z,150,151,-0.48,-0.55,20.75,100.0,4.18,0.0,0.73,41.112090439166934
23:11:01:17:39:44.316,2023-11-01T17:39:44.316Z,150,151,-0.41,-0.51,21.06,100.0,4.16,0.0,0.6543699259593154,38.796552098308155
23:11:01:17:39:44.520,2023-11-01T17:39:44.520Z,150,151,-0.62,-0.42,21.14,100.0,4.16,0.0,0.7488658090739622,55.88552705465872
23:11:01:17:39:44.719,2023-11-01T17:39:44.719Z,150,151,-0.65,-0.33,21.31,100.0,4.16,0.0,0.7289718787443039,63.083445383048684
23:11:01:17:39:44.918,2023-11-01T17:39:44.918Z,150,151,-0.64,-0.55,20.86,100.0,4.16,0.0,0.8438601779915913,49.325060434738475
23:11:01:17:39:45.117,2023-11-01T17:39:45.117Z,150,151,-0.86,-0.62,20.93,100.0,4.16,0.0,1.0601886624558856,54.21102654081665
23:11:01:17:39:45.316,2023-11-01T17:39:45.316Z,150,151,-0.86,-0.67,20.86,100.0,4.17,0.0,1.0901834707974616,52.07892160461222
23:11:01:17:39:45.520,2023-11-01T17:39:45.520Z,150,151,-0.87,-0.75,20.71,100.0,4.17,0.0,1.1486513831445988,49.23639479905887
23:11:01:17:39:45.719,2023-11-01T17:39:45.719Z,150,151,-0.97,-0.82,19.93,100.0,4.17,0.0,1.270157470552372,49.790130722363244
23:11:01:17:39:45.918,2023-11-01T17:39:45.918Z,150,151,-0.85,-0.89,19.6,100.0,4.17,0.0,1.230690862889621,43.68308759420677
23:11:01:17:39:46.117,2023-11-01T17:39:46.117Z,150,151,-0.78,-0.85,19.56,100.0,4.17,0.0,1.1536463929644993,42.54095600989535
23:11:01:17:39:46.316,2023-11-01T17:39:46.316Z,150,151,-0.92,-0.85,20.01,100.0,4.16,0.0,1.2525573839150046,47.264754548223436
23:11:01:17:39:46.520,2023-11-01T17:39:46.520Z,150,151,-0.8,-0.77,20.62,100.0,4.16,0.0,1.1103603018840327,46.09469059185301
23:11:01:17:39:46.719,2023-11-01T17:39:46.719Z,150,151,-0.89,-0.74,20.77,100.0,4.16,0.0,1.1574541027617467,50.257809168954736
23:11:01:17:39:46.918,2023-11-01T17:39:46.918Z,150,151,-1.0,-0.63,20.74,100.0,4.16,0.0,1.181905241548577,57.78907227632624
23:11:01:17:39:47.117,2023-11-01T17:39:47.117Z,150,151,-1.11,-0.64,20.45,100.0,4.16,0.0,1.281288414058287,60.03325812938829
23:11:01:17:39:47.316,2023-11-01T17:39:47.316Z,150,151,-1.0,-0.62,20.29,100.0,4.16,0.0,1.1766052864066183,58.20108717570554
23:11:01:17:39:47.520,2023-11-01T17:39:47.520Z,150,151,-0.9,-0.6,20.32,100.0,4.17,0.0,1.0816653826391966,56.30993247402023
23:11:01:17:39:47.719,2023-11-01T17:39:47.719Z,150,151,-0.99,-0.6,20.77,100.0,4.17,0.0,1.1576268828944842,58.781597235653635
23:11:01:17:39:47.918,2023-11-01T17:39:47.918Z,150,151,-1.0,-0.71,20.59,100.0,4.17,0.0,1.2264175471673584,54.62524815612392
23:11:01:17:39:48.117,2023-11-01T17:39:48.117Z,150,151,-0.9,-0.56,20.6,100.0,4.17,0.0,1.06,58.109208198154306
23:11:01:17:39:48.316,2023-11-01T17:39:48.316Z,150,151,-0.97,-0.54,20.75,100.0,4.17,0.0,1.1101801655587258,60.89526837258131
23:11:01:17:39:48.520,2023-11-01T17:39:48.520Z,150,151,-0.83,-0.52,20.62,100.0,4.17,0.0,0.979438614717635,57.93260839673951
23:11:01:17:39:48.719,2023-11-01T17:39:48.719Z,150,151,-0.49,-0.5,20.6,100.0,4.17,0.0,0.7000714249274855,44.42127443439222
23:11:01:17:39:48.918,2023-11-01T17:39:48.918Z,150,151,-0.11,-1.04,20.19,100.0,4.17,0.0,1.0458011283222064,6.03768252142288
23:11:01:17:39:49.117,2023-11-01T17:39:49.117Z,150,151,-0.32,-0.93,20.65,100.0,4.17,0.0,0.98351410767716,18.98762408787013
23:11:01:17:39:49.316,2023-11-01T17:39:49.316Z,150,151,-0.68,-0.95,20.42,100.0,4.17,0.0,1.168289347721702,35.594688499043116
23:11:01:17:39:49.520,2023-11-01T17:39:49.520Z,150,151,-0.84,-0.99,20.38,100.0,4.17,0.0,1.298345100502944,40.314100160497276
23:11:01:17:39:49.719,2023-11-01T17:39:49.719Z,150,151,-0.87,-0.75,20.84,100.0,4.17,0.0,1.1486513831445988,49.23639479905887
23:11:01:17:39:49.918,2023-11-01T17:39:49.918Z,150,151,-0.9,-0.51,20.53,100.0,4.17,0.0,1.034456378974,60.46121774044195
23:11:01:17:39:50.117,2023-11-01T17:39:50.117Z,150,151,-0.79,-0.53,20.6,100.0,4.17,0.0,0.9513148795220224,56.142889858339345
23:11:01:17:39:50.316,2023-11-01T17:39:50.316Z,150,151,-0.73,-0.51,20.44,100.0,4.17,0.0,0.8905054744357274,55.060689795323015
23:11:01:17:39:50.520,2023-11-01T17:39:50.520Z,150,151,-0.61,-0.49,20.23,100.0,4.17,0.0,0.7824321056807421,51.22582906442574
23:11:01:17:39:50.719,2023-11-01T17:39:50.719Z,150,151,-0.58,-0.41,20.37,100.0,4.17,0.0,0.7102816342831905,54.74364128703718
23:11:01:17:39:50.918,2023-11-01T17:39:50.918Z,150,151,-0.6,-0.34,20.57,100.0,4.17,0.0,0.6896375859826667,60.46121774044195
23:11:01:17:39:51.117,2023-11-01T17:39:51.117Z,150,151,-0.29,-0.47,20.55,100.0,4.17,0.0,0.552268050859363,31.675468738109203
23:11:01:17:39:51.316,2023-11-01T17:39:51.316Z,150,151,-0.26,-0.24,21.35,100.0,4.17,0.0,0.3538361202590827,47.29061004263855
23:11:01:17:39:51.520,2023-11-01T17:39:51.520Z,150,151,-0.26,-0.2,21.29,100.0,4.17,0.0,0.3280243893371345,52.43140797117252
23:11:01:17:39:51.719,2023-11-01T17:39:51.719Z,150,151,-0.24,-0.04,21.72,100.0,4.17,0.0,0.2433105012119288,80.53767779197437
23:11:01:17:39:51.918,2023-11-01T17:39:51.918Z,150,151,-0.22,-0.52,20.59,100.0,4.17,0.0,0.5646237685397242,22.93210043758978
23:11:01:17:39:52.117,2023-11-01T17:39:52.117Z,150,151,-0.02,-0.71,20.09,100.0,4.17,0.0,0.7102816342831905,1.6135389328811698
23:11:01:17:39:52.316,2023-11-01T17:39:52.316Z,150,151,-0.06,-0.81,19.95,100.0,4.17,0.0,0.8122191822408531,4.236394799058871
23:11:01:17:39:52.520,2023-11-01T17:39:52.520Z,150,151,-0.04,-0.6,20.38,100.0,4.18,0.0,0.6013318551349163,3.814074834290352
23:11:01:17:39:52.719,2023-11-01T17:39:52.719Z,150,151,0.12,-0.63,20.57,100.0,4.18,0.0,0.6413267497929586,349.2157021324374
23:11:01:17:39:52.918,2023-11-01T17:39:52.918Z,150,151,0.13,-0.72,20.11,100.0,4.18,0.0,0.7316419889536139,349.7651972365768
23:11:01:17:39:53.117,2023-11-01T17:39:53.117Z,150,151,0.22,-0.75,19.96,100.0,4.18,0.0,0.7816009211867653,343.6518284526488
23:11:01:17:39:53.316,2023-11-01T17:39:53.316Z,150,151,0.17,-0.84,19.9,100.0,4.18,0.0,0.8570297544426331,348.55895613123255
23:11:01:17:39:53.520,2023-11-01T17:39:53.520Z,150,151,0.16,-0.86,19.78,100.0,4.17,0.0,0.8747571091451615,349.46081627137175
23:11:01:17:39:53.719,2023-11-01T17:39:53.719Z,150,151,0.16,-0.95,19.84,100.0,4.17,0.0,0.9633794683301071,350.4399035191137
23:11:01:17:39:53.918,2023-11-01T17:39:53.918Z,150,151,0.15,-0.91,19.78,100.0,4.17,0.0,0.9222797840135064,350.6398091980867
23:11:01:17:39:54.117,2023-11-01T17:39:54.117Z,150,151,0.24,-0.81,19.84,100.0,4.17,0.0,0.8448076704197235,343.495638618245
23:11:01:17:39:54.316,2023-11-01T17:39:54.316Z,150,151,0.17,-0.79,19.88,100.0,4.17,0.0,0.808084154033477,347.855721950433
23:11:01:17:39:54.520,2023-11-01T17:39:54.520Z,150,151,0.25,-0.7,19.83,100.0,4.17,0.0,0.7433034373659253,340.3461759419467
23:11:01:17:39:54.719,2023-11-01T17:39:54.719Z,150,151,0.23,-0.72,19.74,100.0,4.17,0.0,0.7558438992278762,342.28420729362307
23:11:01:17:39:54.918,2023-11-01T17:39:54.918Z,150,151,0.33,-0.54,20.0,100.0,4.17,0.0,0.6328506932918696,328.5704343851615
23:11:01:17:39:55.117,2023-11-01T17:39:55.117Z,150,151,0.42,-0.52,19.86,100.0,4.17,0.0,0.6684309986827361,321.0724564072077
23:11:01:17:39:55.316,2023-11-01T17:39:55.316Z,150,151,0.35,-0.57,19.86,100.0,4.17,0.0,0.6688796603276257,328.44861505168655
23:11:01:17:39:55.520,2023-11-01T17:39:55.520Z,150,151,0.35,-0.42,20.24,100.0,4.17,0.0,0.5467174773134658,320.1944289077348
23:11:01:17:39:55.719,2023-11-01T17:39:55.719Z,150,151,0.58,-0.44,20.2,100.0,4.17,0.0,0.7280109889280518,307.18470645323316
23:11:01:17:39:55.918,2023-11-01T17:39:55.918Z,150,151,0.45,-0.38,20.33,100.0,4.17,0.0,0.5889821729050888,310.1792339219073
23:11:01:17:39:56.117,2023-11-01T17:39:56.117Z,150,151,0.15,-0.35,20.86,100.0,4.17,0.0,0.3807886552931954,336.8014094863518
23:11:01:17:39:56.316,2023-11-01T17:39:56.316Z,150,151,0.16,-0.32,20.79,100.0,4.17,0.0,0.35777087639996635,333.434948822922
23:11:01:17:39:56.520,2023-11-01T17:39:56.520Z,150,151,0.32,-0.32,20.53,100.0,4.17,0.0,0.4525483399593904,315.0
23:11:01:17:39:56.719,2023-11-01T17:39:56.719Z,150,151,0.14,-0.29,20.62,100.0,4.17,0.0,0.3220248437620924,334.2306723756613
23:11:01:17:39:56.918,2023-11-01T17:39:56.918Z,150,151,-0.03,-0.65,20.3,100.0,4.17,0.0,0.6506919393998977,2.642545294064689
23:11:01:17:39:57.117,2023-11-01T17:39:57.117Z,150,151,-0.24,-0.57,20.39,100.0,4.17,0.0,0.618465843842649,22.833654177917538
23:11:01:17:39:57.316,2023-11-01T17:39:57.316Z,150,151,-0.09,-0.5,20.43,100.0,4.17,0.0,0.5080354318352215,10.2039737217317
23:11:01:17:39:57.520,2023-11-01T17:39:57.520Z,150,151,-0.14,-0.51,20.28,100.0,4.17,0.0,0.5288667128870941,15.35013649242444
23:11:01:17:39:57.719,2023-11-01T17:39:57.719Z,150,151,-0.05,-0.3,20.74,100.0,4.17,0.0,0.30413812651491096,9.462322208025626
23:11:01:17:39:57.918,2023-11-01T17:39:57.918Z,150,151,-0.02,-0.31,20.83,100.0,4.17,0.0,0.31064449134018135,3.69138598645128
