raw_ts,ts,sn1,sn2,U,V,T,BatteryPct,BattV,BattC,VectorMag,VectorDir
23:11:01:19:24:24.852,2023-11-01T19:24:24.852Z,150,151,-0.83,-0.51,22.0,100.0,4.17,0.0,0.9741663102366043,58.431028870681644
23:11:01:19:24:25.051,2023-11-01T19:24:25.051Z,150,151,-1.03,-0.6,22.4,100.0,4.17,0.0,1.192015100575492,59.778161732937406
23:11:01:19:24:25.254,2023-11-01T19:24:25.254Z,150,151,-0.88,-0.55,21.85,100.0,4.17,0.0,1.0377379245262264,57.994616791916485
23:11:01:19:24:25.453,2023-11-01T19:24:25.453Z,150,151,-0.69,-0.47,21.84,100.0,4.17,0.0,0.834865258589672,55.73889710090543
23:11:01:19:24:25.652,2023-11-01T19:24:25.652Z,150,151,-0.55,-0.13,22.17,100.0,4.17,0.0,0.5651548460377918,76.70142966950573
23:11:01:19:24:25.852,2023-11-01T19:24:25.852Z,150,151,-0.68,-0.2,22.69,100.0,4.17,0.0,0.7088018058667741,73.61045966596521
23:11:01:19:24:26.051,2023-11-01T19:24:26.051Z,150,151,-0.58,-0.04,22.96,100.0,4.17,0.0,0.5813776741499453,86.05481377096248
23:11:01:19:24:26.254,2023-11-01T19:24:26.254Z,150,151,-0.64,0.03,22.88,100.0,4.17,0.0,0.6407027391856539,92.68377515946895
23:11:01:19:24:26.453,2023-11-01T19:24:26.453Z,150,151,-0.59,0.01,23.27,100.0,4.17,0.0,0.5900847396772771,90.97102193107915
23:11:01:19:24:26.652,2023-11-01T19:24:26.652Z,150,151,-0.55,0.01,23.29,100.0,4.17,0.0,0.5500909015790028,91.04162667600997
23:11:01:19:24:26.852,2023-11-01T19:24:26.852Z,150,151,-0.61,-0.2,23.19,100.0,4.16,0.0,0.6419501538281613,71.84729411334888
23:11:01:19:24:27.051,2023-11-01T19:24:27.051Z,150,151,-0.78,-0.31,22.32,100.0,4.16,0.0,0.8393449827097318,68.32535088097586
23:11:01:19:24:27.254,2023-11-01T19:24:27.254Z,150,151,-0.74,-0.43,21.7,100.0,4.16,0.0,0.8558621384311844,59.83993916191292
23:11:01:19:24:27.453,2023-11-01T19:24:27.453Z,150,151,-0.75,-0.37,21.64,100.0,4.16,0.0,0.836301381082203,63.74134044519269
23:11:01:19:24:27.652,2023-11-01T19:24:27.652Z,150,151,-0.71,-0.46,21.48,100.0,4.16,0.0,0.8459905436823747,57.0613094570445
23:11:01:19:24:27.852,2023-11-01T19:24:27.852Z,150,151,-0.6,-0.54,21.3,100.0,4.17,0.0,0.8072174428244225,48.01278750418339
23:11:01:19:24:28.051,2023-11-01T19:24:28.051Z,150,151,-0.52,-0.51,21.36,100.0,4.17,0.0,0.7283543093852057,45.55625222708068
23:11:01:19:24:28.254,2023-11-01T19:24:28.254Z,150,151,-0.53,-0.46,21.3,100.0,4.17,0.0,0.7017834423809101,49.044485574181124
23:11:01:19:24:28.453,2023-11-01T19:24:28.453Z,150,151,-0.59,-0.34,21.75,100.0,4.17,0.0,0.6809552114493287,60.04639183219854
23:11:01:19:24:28.652,2023-11-01T19:24:28.652Z,150,151,-0.64,-0.3,21.78,100.0,4.17,0.0,0.7068238818828917,64.88516511385546
23:11:01:19:24:28.852,2023-11-01T19:24:28.852Z,150,151,-0.63,-0.38,21.74,100.0,4.16,0.0,0.7357309290766564,58.902687114220555
23:11:01:19:24:29.051,2023-11-01T19:24:29.051Z,150,151,-0.68,-0.38,21.56,100.0,4.16,0.0,0.7789736837660179,60.802513953935545
23:11:01:19:24:29.254,2023-11-01T19:24:29.254Z,150,151,-0.76,-0.34,21.62,100.0,4.16,0.0,0.8325863318599459,65.89776549883891
23:11:01:19:24:29.453,2023-11-01T19:24:29.453Z,150,151,-0.96,-0.3,21.75,100.0,4.16,0.0,1.0057832768544126,72.64597536373867
23:11:01:19:24:29.652,2023-11-01T19:24:29.652Z,150,151,-1.02,-0.51,21.63,100.0,4.16,0.0,1.1403946685248927,63.434948822922024
23:11:01:19:24:29.852,2023-11-01T19:24:29.852Z,150,151,-0.96,-0.47,21.89,100.0,4.17,0.0,1.0688779163215976,63.91440022171855
23:11:01:19:24:30.051,2023-11-01T19:24:30.051Z,150,151,-0.93,-0.59,21.5,100.0,4.17,0.0,1.1013627921806692,57.60860679336622
23:11:01:19:24:30.254,2023-11-01T19:24:30.254Z,150,151,-1.07,-0.62,21.5,100.0,4.17,0.0,1.2366486970841801,59.910313761223335
23:11:01:19:24:30.453,2023-11-01T19:24:30.453Z,150,151,-0.99,-0.63,21.42,100.0,4.17,0.0,1.1734564329364767,57.52880770915152
23:11:01:19:24:30.652,2023-11-01T19:24:30.652Z,150,151,-1.02,-0.62,21.44,100.0,4.17,0.0,1.193649864910142,58.70696100407986
23:11:01:19:24:30.852,2023-11-01T19:24:30.852Z,150,151,-0.99,-0.6,21.63,100.0,4.16,0.0,1.1576268828944842,58.781597235653635
23:11:01:19:24:31.051,2023-11-01T19:24:31.051Z,150,151,-0.97,-0.61,21.6,100.0,4.16,0.0,1.1458621208504973,57.835609486401495
23:11:01:19:24:31.254,2023-11-01T19:24:31.254Z,150,151,-0.95,-0.65,21.48,100.0,4.16,0.0,1.1510864433221337,55.61965527615513
23:11:01:19:24:31.453,2023-11-01T19:24:31.453Z,150,151,-0.8,-0.62,21.48,100.0,4.16,0.0,1.0121264743103997,52.224315694045345
23:11:01:19:24:31.652,2023-11-01T19:24:31.652Z,150,151,-0.79,-0.68,21.33,100.0,4.16,0.0,1.0423531071570709,49.279463530245266
23:11:01:19:24:31.852,2023-11-01T19:24:31.852Z,150,151,-0.89,-0.71,21.68,100.0,4.17,0.0,1.1385077953180647,51.418786730238764
23:11:01:19:24:32.051,2023-11-01T19:24:32.051Z,150,151,-0.91,-0.7,21.74,100.0,4.17,0.0,1.1480853626799707,52.43140797117252
23:11:01:19:24:32.254,2023-11-01T19:24:32.254Z,150,151,-1.08,-0.63,21.82,100.0,4.17,0.0,1.2503199590504825,59.743562836470744
23:11:01:19:24:32.453,2023-11-01T19:24:32.453Z,150,151,-0.86,-0.57,22.39,100.0,4.17,0.0,1.0317460927960909,56.463953015692596
23:11:01:19:24:32.652,2023-11-01T19:24:32.652Z,150,151,-0.91,-0.56,22.58,100.0,4.17,0.0,1.0685036265731624,58.392497753751115
23:11:01:19:24:32.852,2023-11-01T19:24:32.852Z,150,151,-0.89,-0.38,22.77,100.0,4.16,0.0,0.9677293009927931,66.87915133757531
23:11:01:19:24:33.051,2023-11-01T19:24:33.051Z,150,151,-0.89,-0.36,22.96,100.0,4.16,0.0,0.9600520819205591,67.97694450318875
23:11:01:19:24:33.254,2023-11-01T19:24:33.254Z,150,151,-0.78,-0.34,22.71,100.0,4.16,0.0,0.850881895447306,66.44773632710536
23:11:01:19:24:33.453,2023-11-01T19:24:33.453Z,150,151,-0.8,-0.08,22.78,100.0,4.16,0.0,0.8039900496896712,84.28940686250036
23:11:01:19:24:33.652,2023-11-01T19:24:33.652Z,150,151,-0.86,-0.35,22.61,100.0,4.16,0.0,0.9284934033152846,67.85481996177668
23:11:01:19:24:33.852,2023-11-01T19:24:33.852Z,150,151,-0.6,-0.08,22.52,100.0,4.17,0.0,0.6053098380168622,82.40535663140861
23:11:01:19:24:34.051,2023-11-01T19:24:34.051Z,150,151,-0.73,-0.1,22.62,100.0,4.17,0.0,0.7368174807915457,82.1998121158183
23:11:01:19:24:34.254,2023-11-01T19:24:34.254Z,150,151,-0.88,-0.14,22.67,100.0,4.17,0.0,0.8910667763978185,80.9605171966449
23:11:01:19:24:34.453,2023-11-01T19:24:34.453Z,150,151,-0.83,-0.15,22.81,100.0,4.17,0.0,0.8434453153583816,79.75591255354135
23:11:01:19:24:34.652,2023-11-01T19:24:34.652Z,150,151,-0.74,-0.07,22.77,100.0,4.17,0.0,0.7433034373659253,84.59620863975033
23:11:01:19:24:34.852,2023-11-01T19:24:34.852Z,150,151,-0.74,0.04,22.91,100.0,4.16,0.0,0.7410802925459562,93.09405805891711
23:11:01:19:24:35.051,2023-11-01T19:24:35.051Z,150,151,-0.78,0.01,22.77,100.0,4.16,0.0,0.7800640999302557,90.73452103425478
23:11:01:19:24:35.254,2023-11-01T19:24:35.254Z,150,151,-0.77,0.13,22.91,100.0,4.16,0.0,0.7808969202141856,99.58294472353256
23:11:01:19:24:35.453,2023-11-01T19:24:35.453Z,150,151,-0.77,-0.1,23.28,100.0,4.16,0.0,0.7764663547121665,82.6004053401129
23:11:01:19:24:35.652,2023-11-01T19:24:35.652Z,150,151,-0.74,-0.22,23.13,100.0,4.16,0.0,0.7720103626247513,73.44292862436333
23:11:01:19:24:35.852,2023-11-01T19:24:35.852Z,150,151,-0.8,-0.15,22.66,100.0,4.16,0.0,0.8139410298049854,79.38034472384487
23:11:01:19:24:36.051,2023-11-01T19:24:36.051Z,150,151,-0.88,-0.35,22.29,100.0,4.17,0.0,0.9470480452437458,68.3109350353842
23:11:01:19:24:36.254,2023-11-01T19:24:36.254Z,150,151,-0.72,-0.47,22.39,100.0,4.17,0.0,0.8598255637046388,56.86439045128111
23:11:01:19:24:36.453,2023-11-01T19:24:36.453Z,150,151,-0.67,-0.24,22.66,100.0,4.17,0.0,0.7116881339463235,70.29202115702128
23:11:01:19:24:36.652,2023-11-01T19:24:36.652Z,150,151,-0.59,-0.01,22.74,100.0,4.17,0.0,0.5900847396772771,89.02897806892088
23:11:01:19:24:36.852,2023-11-01T19:24:36.852Z,150,151,-0.68,-0.02,23.32,100.0,4.17,0.0,0.680294054067798,88.31531568210374
23:11:01:19:24:37.051,2023-11-01T19:24:37.051Z,150,151,-0.75,-0.26,22.74,100.0,4.16,0.0,0.7937883848986453,70.88027367006885
23:11:01:19:24:37.254,2023-11-01T19:24:37.254Z,150,151,-0.98,-0.45,22.25,100.0,4.16,0.0,1.0783784122468327,65.33618528753647
23:11:01:19:24:37.453,2023-11-01T19:24:37.453Z,150,151,-0.93,-0.51,22.25,100.0,4.16,0.0,1.0606601717798212,61.26020470831202
23:11:01:19:24:37.652,2023-11-01T19:24:37.652Z,150,151,-1.26,-0.61,22.39,100.0,4.16,0.0,1.3998928530426893,64.16712340048582
23:11:01:19:24:37.852,2023-11-01T19:24:37.852Z,150,151,-0.99,-0.69,22.45,100.0,4.16,0.0,1.206731121667126,55.12467165539783
23:11:01:19:24:38.051,2023-11-01T19:24:38.051Z,150,151,-1.01,-0.7,22.39,100.0,4.17,0.0,1.2288612614937457,55.27535816487813
23:11:01:19:24:38.254,2023-11-01T19:24:38.254Z,150,151,-1.09,-0.8,22.54,100.0,4.17,0.0,1.3520724832641187,53.72338064168298
23:11:01:19:24:38.453,2023-11-01T19:24:38.453Z,150,151,-1.04,-0.99,22.52,100.0,4.17,0.0,1.4358621103713267,46.410940820382734
23:11:01:19:24:38.652,2023-11-01T19:24:38.652Z,150,151,-1.1,-0.76,22.82,100.0,4.17,0.0,1.3370115930686617,55.35905248808376
23:11:01:19:24:38.852,2023-11-01T19:24:38.852Z,150,151,-0.93,-0.81,22.86,100.0,4.17,0.0,1.233288287465668,48.945186229037574
23:11:01:19:24:39.051,2023-11-01T19:24:39.051Z,150,151,-1.05,-0.75,22.07,100.0,4.16,0.0,1.2903487900563941,54.462322208025626
23:11:01:19:24:39.254,2023-11-01T19:24:39.254Z,150,151,-1.09,-0.63,22.28,100.0,4.16,0.0,1.2589678312014172,59.972875766786956
23:11:01:19:24:39.453,2023-11-01T19:24:39.453Z,150,151,-1.07,-0.69,22.32,100.0,4.16,0.0,1.2731849826321389,57.183656585987364
23:11:01:19:24:39.652,2023-11-01T19:24:39.652Z,150,151,-0.91,-0.71,22.21,100.0,4.16,0.0,1.1542096863222038,52.03794076318468
23:11:01:19:24:39.852,2023-11-01T19:24:39.852Z,150,151,-0.89,-0.93,21.98,100.0,4.16,0.0,1.287245120402482,43.74095479282471
23:11:01:19:24:40.051,2023-11-01T19:24:40.051Z,150,151,-0.88,-0.86,21.89,100.0,4.16,0.0,1.2304470732217618,45.658543177563615
23:11:01:19:24:40.254,2023-11-01T19:24:40.254Z,150,151,-1.06,-0.54,22.74,100.0,4.16,0.0,1.1896217886370442,63.004161605913396
23:11:01:19:24:40.453,2023-11-01T19:24:40.453Z,150,151,-0.9,-0.41,22.88,100.0,4.16,0.0,0.9889893831583836,65.50809897176845
23:11:01:19:24:40.652,2023-11-01T19:24:40.652Z,150,151,-0.76,-0.42,22.57,100.0,4.16,0.0,0.8683317338436964,61.07357416474639
23:11:01:19:24:40.852,2023-11-01T19:24:40.852Z,150,151,-0.79,-0.46,22.51,100.0,4.16,0.0,0.9141662868428261,59.78867761416518
23:11:01:19:24:41.051,2023-11-01T19:24:41.051Z,150,151,-0.8,-0.44,22.55,100.0,4.17,0.0,0.9130169768410663,61.18920625702697
23:11:01:19:24:41.254,2023-11-01T19:24:41.254Z,150,151,-0.73,-0.52,22.38,100.0,4.17,0.0,0.8962700485902672,54.5366357584594
23:11:01:19:24:41.453,2023-11-01T19:24:41.453Z,150,151,-0.65,-0.97,22.24,100.0,4.17,0.0,1.1676472069936192,33.826161758185265
23:11:01:19:24:41.652,2023-11-01T19:24:41.652Z,150,151,-0.81,-1.01,21.27,100.0,4.17,0.0,1.2946814279968644,38.72892255049885
23:11:01:19:24:41.852,2023-11-01T19:24:41.852Z,150,151,-0.68,-1.01,21.26,100.0,4.17,0.0,1.2175795661885922,33.95109432834528
23:11:01:19:24:42.051,2023-11-01T19:24:42.051Z,150,151,-0.59,-1.1,20.97,100.0,4.17,0.0,1.2482387592123552,28.207490879015268
23:11:01:19:24:42.254,2023-11-01T19:24:42.254Z,150,151,-0.69,-1.13,20.94,100.0,4.17,0.0,1.324009063413087,31.409051552158644
23:11:01:19:24:42.453,2023-11-01T19:24:42.453Z,150,151,-0.65,-1.34,21.54,100.0,4.17,0.0,1.4893287078412207,25.8768466840383
23:11:01:19:24:42.652,2023-11-01T19:24:42.652Z,150,151,-0.65,-1.33,21.4,100.0,4.17,0.0,1.4803377992877167,26.045768300488817
23:11:01:19:24:42.852,2023-11-01T19:24:42.852Z,150,151,-0.61,-1.2,21.18,100.0,4.17,0.0,1.3461426373159717,26.94574842850477
23:11:01:19:24:43.051,2023-11-01T19:24:43.051Z,150,151,-0.53,-1.36,21.13,100.0,4.17,0.0,1.459623239058628,21.291155219726193
23:11:01:19:24:43.254,2023-11-01T19:24:43.254Z,150,151,-0.68,-0.98,21.91,100.0,4.17,0.0,1.1928118040998756,34.75591255354141
23:11:01:19:24:43.453,2023-11-01T19:24:43.453Z,150,151,-0.61,-1.14,20.86,100.0,4.17,0.0,1.2929423807734048,28.150688588174887
23:11:01:19:24:43.652,2023-11-01T19:24:43.652Z,150,151,-0.52,-1.16,21.02,100.0,4.17,0.0,1.2712198865656563,24.145541960421667
23:11:01:19:24:43.852,2023-11-01T19:24:43.852Z,150,151,-0.61,-1.21,20.95,100.0,4.17,0.0,1.3550645741070793,26.754145472421726
23:11:01:19:24:44.051,2023-11-01T19:24:44.051Z,150,151,-0.67,-1.29,21.35,100.0,4.16,0.0,1.453616180427282,27.446455173660127
23:11:01:19:24:44.254,2023-11-01T19:24:44.254Z,150,151,-0.5,-1.19,21.45,100.0,4.16,0.0,1.2907749610214787,22.790590841785047
23:11:01:19:24:44.453,2023-11-01T19:24:44.453Z,150,151,-0.56,-1.14,21.14,100.0,4.16,0.0,1.2701181047445942,26.16156644201925
23:11:01:19:24:44.652,2023-11-01T19:24:44.652Z,150,151,-0.64,-1.17,20.94,100.0,4.16,0.0,1.333604139165742,28.679036269380617
23:11:01:19:24:44.852,2023-11-01T19:24:44.852Z,150,151,-0.71,-1.17,20.98,100.0,4.16,0.0,1.368575902169843,31.2509510165807
23:11:01:19:24:45.051,2023-11-01T19:24:45.051Z,150,151,-0.71,-1.04,20.96,100.0,4.17,0.0,1.2592458060283545,34.32105280346485
23:11:01:19:24:45.254,2023-11-01T19:24:45.254Z,150,151,-0.44,-1.3,20.93,100.0,4.17,0.0,1.372443077143821,18.698982804181128
23:11:01:19:24:45.453,2023-11-01T19:24:45.453Z,150,151,-0.47,-1.19,21.01,100.0,4.17,0.0,1.2794530081249564,21.551937422042215
23:11:01:19:24:45.652,2023-11-01T19:24:45.652Z,150,151,-0.17,-1.24,21.0,100.0,4.17,0.0,1.2515989773086267,7.80640082923577
23:11:01:19:24:45.852,2023-11-01T19:24:45.852Z,150,151,-0.39,-1.37,21.0,100.0,4.17,0.0,1.4244297104455523,15.890144443108909
23:11:01:19:24:46.051,2023-11-01T19:24:46.051Z,150,151,-0.48,-1.27,21.01,100.0,4.16,0.0,1.3576818478568533,20.704223629341982
23:11:01:19:24:46.254,2023-11-01T19:24:46.254Z,150,151,-0.44,-1.26,21.15,100.0,4.16,0.0,1.3346160496562298,19.249525872681716
23:11:01:19:24:46.453,2023-11-01T19:24:46.453Z,150,151,-0.52,-1.15,21.34,100.0,4.16,0.0,1.2621014222319853,24.331241916935085
23:11:01:19:24:46.652,2023-11-01T19:24:46.652Z,150,151,-0.7,-1.15,21.07,100.0,4.16,0.0,1.346291201783626,31.328692867804193
23:11:01:19:24:46.852,2023-11-01T19:24:46.852Z,150,151,-0.67,-1.29,20.92,100.0,4.16,0.0,1.453616180427282,27.446455173660127
23:11:01:19:24:47.051,2023-11-01T19:24:47.051Z,150,151,-0.63,-1.25,21.05,100.0,4.17,0.0,1.3997856978837868,26.748104162921436
23:11:01:19:24:47.254,2023-11-01T19:24:47.254Z,150,151,-0.61,-1.28,21.05,100.0,4.17,0.0,1.4179210133149167,25.480717947789458
23:11:01:19:24:47.453,2023-11-01T19:24:47.453Z,150,151,-0.69,-1.09,21.82,100.0,4.17,0.0,1.2900387591076479,32.33493623495764
23:11:01:19:24:47.652,2023-11-01T19:24:47.652Z,150,151,-0.61,-0.94,21.87,100.0,4.17,0.0,1.1205802068571442,32.980997545455466
23:11:01:19:24:47.852,2023-11-01T19:24:47.852Z,150,151,-0.58,-1.02,21.04,100.0,4.17,0.0,1.1733712115098103,29.62374875117382
23:11:01:19:24:48.051,2023-11-01T19:24:48.051Z,150,151,-0.55,-1.0,20.95,100.0,4.16,0.0,1.1412712210513327,28.810793742973033
23:11:01:19:24:48.254,2023-11-01T19:24:48.254Z,150,151,-0.54,-0.95,21.08,100.0,4.16,0.0,1.092748827498799,29.614811646346425
23:11:01:19:24:48.453,2023-11-01T19:24:48.453Z,150,151,-0.69,-0.6,21.11,100.0,4.16,0.0,0.9143850392476901,48.99091309842976
23:11:01:19:24:48.652,2023-11-01T19:24:48.652Z,150,151,-0.64,-0.55,21.21,100.0,4.16,0.0,0.8438601779915913,49.325060434738475
23:11:01:19:24:48.852,2023-11-01T19:24:48.852Z,150,151,-0.49,-0.45,21.71,100.0,4.16,0.0,0.6652818951391959,47.43664824681014
23:11:01:19:24:49.051,2023-11-01T19:24:49.051Z,150,151,-0.37,-0.68,21.71,100.0,4.17,0.0,0.7741446893184762,28.551391872960153
23:11:01:19:24:49.254,2023-11-01T19:24:49.254Z,150,151,-0.41,-0.63,21.59,100.0,4.17,0.0,0.7516648189186453,33.05582281155364
23:11:01:19:24:49.453,2023-11-01T19:24:49.453Z,150,151,-0.58,-0.58,21.71,100.0,4.17,0.0,0.8202438661763951,45.0
23:11:01:19:24:49.652,2023-11-01T19:24:49.652Z,150,151,-0.62,-0.67,21.84,100.0,4.17,0.0,0.9128526715741156,42.78034444680213
23:11:01:19:24:49.852,2023-11-01T19:24:49.852Z,150,151,-0.95,-0.7,21.84,100.0,4.17,0.0,1.1800423721205946,53.615648184164115
23:11:01:19:24:50.051,2023-11-01T19:24:50.051Z,150,151,-0.91,-0.74,21.71,100.0,4.16,0.0,1.1729023829799308,50.88244559009536
23:11:01:19:24:50.254,2023-11-01T19:24:50.254Z,150,151,-0.66,-0.99,21.19,100.0,4.16,0.0,1.1898319209031165,33.69006752597977
23:11:01:19:24:50.453,2023-11-01T19:24:50.453Z,150,151,-0.72,-0.87,21.05,100.0,4.16,0.0,1.1292918134831227,39.61068824002655
23:11:01:19:24:50.652,2023-11-01T19:24:50.652Z,150,151,-0.86,-0.81,20.9,100.0,4.16,0.0,1.1813974775662932,46.71493019552656
23:11:01:19:24:50.852,2023-11-01T19:24:50.852Z,150,151,-0.57,-0.96,20.94,100.0,4.16,0.0,1.1164676439557037,30.699722550814386
23:11:01:19:24:51.051,2023-11-01T19:24:51.051Z,150,151,-0.28,-0.96,21.06,100.0,4.17,0.0,1.0,16.26020470831196
23:11:01:19:24:51.254,2023-11-01T19:24:51.254Z,150,151,-0.21,-0.95,21.08,100.0,4.17,0.0,0.9729337079164233,12.464932842064968
23:11:01:19:24:51.453,2023-11-01T19:24:51.453Z,150,151,-0.33,-0.97,21.16,100.0,4.17,0.0,1.0245974819410792,18.78862198216848
23:11:01:19:24:51.652,2023-11-01T19:24:51.652Z,150,151,-0.33,-0.99,21.18,100.0,4.17,0.0,1.0435516278555652,18.434948822922024
23:11:01:19:24:51.852,2023-11-01T19:24:51.852Z,150,151,-0.27,-0.97,21.14,100.0,4.17,0.0,1.0068763578513502,15.554571270074405
23:11:01:19:24:52.051,2023-11-01T19:24:52.051Z,150,151,-0.1,-1.05,21.05,100.0,4.16,0.0,1.0547511554864493,5.440332031005482
23:11:01:19:24:52.254,2023-11-01T19:24:52.254Z,150,151,-0.35,-1.03,20.94,100.0,4.16,0.0,1.087841900277793,18.768060066843418
23:11:01:19:24:52.453,2023-11-01T19:24:52.453Z,150,151,-0.91,-0.82,21.15,100.0,4.16,0.0,1.22494897852931,47.978020651949805
23:11:01:19:24:52.652,2023-11-01T19:24:52.652Z,150,151,-0.83,-0.66,21.35,100.0,4.16,0.0,1.0604244433244643,51.50895644050257
23:11:01:19:24:52.852,2023-11-01T19:24:52.852Z,150,151,-0.66,-0.82,21.15,100.0,4.16,0.0,1.0526157893552612,38.829824904970394
23:11:01:19:24:53.051,2023-11-01T19:24:53.051Z,150,151,-0.72,-0.83,21.18,100.0,4.17,0.0,1.0987720418721985,40.94065363520076
23:11:01:19:24:53.254,2023-11-01T19:24:53.254Z,150,151,-0.62,-1.01,21.22,100.0,4.17,0.0,1.1851160280748885,31.54415702107633
23:11:01:19:24:53.453,2023-11-01T19:24:53.453Z,150,151,-0.48,-1.12,21.45,100.0,4.17,0.0,1.2185236969382254,23.198590513648185
23:11:01:19:24:53.652,2023-11-01T19:24:53.652Z,150,151,-0.45,-1.09,21.57,100.0,4.17,0.0,1.1792370414806346,22.432990922125384
23:11:01:19:24:53.852,2023-11-01T19:24:53.852Z,150,151,-0.42,-1.1,21.42,100.0,4.17,0.0,1.1774548823628022,20.89776549883885
23:11:01:19:24:54.051,2023-11-01T19:24:54.051Z,150,151,-0.34,-1.06,21.39,100.0,4.16,0.0,1.1131936040060597,17.7838884426925
23:11:01:19:24:54.254,2023-11-01T19:24:54.254Z,150,151,-0.36,-0.86,21.42,100.0,4.16,0.0,0.9323089616645331,22.714412353167234
23:11:01:19:24:54.453,2023-11-01T19:24:54.453Z,150,151,-0.6,-0.75,21.7,100.0,4.16,0.0,0.9604686356149273,38.65980825409008
23:11:01:19:24:54.652,2023-11-01T19:24:54.652Z,150,151,-0.84,-0.54,21.76,100.0,4.16,0.0,0.9985990186255942,57.26477372789236
23:11:01:19:24:54.852,2023-11-01T19:24:54.852Z,150,151,-0.81,-0.47,21.72,100.0,4.16,0.0,0.9364827814754525,59.875682001638836
23:11:01:19:24:55.051,2023-11-01T19:24:55.051Z,150,151,-0.76,-0.44,21.76,100.0,4.17,0.0,0.8781799360040059,59.931417178137565
23:11:01:19:24:55.254,2023-11-01T19:24:55.254Z,150,151,-0.55,-0.89,21.71,100.0,4.17,0.0,1.0462313319720453,31.71513351509782
23:11:01:19:24:55.453,2023-11-01T19:24:55.453Z,150,151,-0.93,-0.55,21.69,100.0,4.17,0.0,1.0804628637764466,59.400021306791075
23:11:01:19:24:55.652,2023-11-01T19:24:55.652Z,150,151,-0.65,-0.39,21.77,100.0,4.17,0.0,0.7580237463298891,59.03624346792651
23:11:01:19:24:55.852,2023-11-01T19:24:55.852Z,150,151,-0.5,-0.31,22.01,100.0,4.17,0.0,0.5883026432033092,58.20108717570554
23:11:01:19:24:56.051,2023-11-01T19:24:56.051Z,150,151,-0.37,-0.64,21.74,100.0,4.16,0.0,0.7392563831310488,30.033280435995152
23:11:01:19:24:56.254,2023-11-01T19:24:56.254Z,150,151,-0.44,-0.69,21.13,100.0,4.16,0.0,0.8183520025025905,32.52489028779104
23:11:01:19:24:56.453,2023-11-01T19:24:56.453Z,150,151,-0.47,-0.66,21.05,100.0,4.16,0.0,0.810246875958186,35.45547443444184
23:11:01:19:24:56.652,2023-11-01T19:24:56.652Z,150,151,-0.35,-0.71,21.1,100.0,4.16,0.0,0.791580697086532,26.241349652157737
23:11:01:19:24:56.852,2023-11-01T19:24:56.852Z,150,151,-0.45,-0.66,21.18,100.0,4.16,0.0,0.798811617341661,34.286876977208976
23:11:01:19:24:57.051,2023-11-01T19:24:57.051Z,150,151,-0.51,-0.7,21.2,100.0,4.17,0.0,0.866083136886985,36.0760115563686
23:11:01:19:24:57.254,2023-11-01T19:24:57.254Z,150,151,-0.59,-0.57,21.31,100.0,4.17,0.0,0.8203657720797474,45.9877603996398
23:11:01:19:24:57.453,2023-11-01T19:24:57.453Z,150,151,-0.47,-0.65,21.16,100.0,4.17,0.0,0.802122185206219,35.86982351772133
23:11:01:19:24:57.652,2023-11-01T19:24:57.652Z,150,151,-0.51,-0.54,21.18,100.0,4.17,0.0,0.7427651041883969,43.36342295838324
23:11:01:19:24:57.852,2023-11-01T19:24:57.852Z,150,151,-0.45,-0.52,21.23,100.0,4.17,0.0,0.6876772498781678,40.87240829748828
23:11:01:19:24:58.051,2023-11-01T19:24:58.051Z,150,151,-0.57,-0.54,21.27,100.0,4.17,0.0,0.7851751396981441,46.548157698978
23:11:01:19:24:58.254,2023-11-01T19:24:58.254Z,150,151,-0.67,-0.44,21.58,100.0,4.17,0.0,0.8015609770940699,56.706436729153324
23:11:01:19:24:58.453,2023-11-01T19:24:58.453Z,150,151,-0.59,-0.47,21.67,100.0,4.17,0.0,0.7543208866258444,51.458816378718666
23:11:01:19:24:58.652,2023-11-01T19:24:58.652Z,150,151,-0.44,-0.5,21.35,100.0,4.17,0.0,0.6660330322138684,41.347777219693626
23:11:01:19:24:58.852,2023-11-01T19:24:58.852Z,150,151,-0.42,-0.49,21.02,100.0,4.17,0.0,0.6453681120105021,40.60129464500449
23:11:01:19:24:59.051,2023-11-01T19:24:59.051Z,150,151,-0.41,-0.67,21.12,100.0,4.17,0.0,0.7854934754662193,31.46414363086575
23:11:01:19:24:59.254,2023-11-01T19:24:59.254Z,150,151,-0.49,-0.57,21.17,100.0,4.17,0.0,0.7516648189186453,40.6839724801344
23:11:01:19:24:59.453,2023-11-01T19:24:59.453Z,150,151,-0.39,-0.65,21.15,100.0,4.17,0.0,0.7580237463298891,30.96375653207349
23:11:01:19:24:59.652,2023-11-01T19:24:59.652Z,150,151,-0.25,-0.58,21.28,100.0,4.17,0.0,0.6315853069855251,23.317708386755044
23:11:01:19:24:59.852,2023-11-01T19:24:59.852Z,150,151,-0.39,-0.51,21.3,100.0,4.17,0.0,0.6420280367709809,37.40535663140855
23:11:01:19:25:00.051,2023-11-01T19:25:00.051Z,150,151,-0.53,-0.46,21.84,100.0,4.18,0.0,0.7017834423809101,49.044485574181124
23:11:01:19:25:00.254,2023-11-01T19:25:00.254Z,150,151,-0.61,-0.38,22.14,100.0,4.18,0.0,0.718679344353238,58.07912378006682
23:11:01:19:25:00.453,2023-11-01T19:25:00.453Z,150,151,-0.57,-0.44,21.99,100.0,4.18,0.0,0.7200694410957876,52.33437880141673
